processo_id,data_distribuicao,data_ultima_mov,lead_time_days,uf,tipo_acao,valor_causa,risco_cpc25,probabilidade_perda,valor_provisao,custo_defesa,status
PROC-2026-02694,2018-08-07,2020-02-18,560,SP,Cível - Execução,222342.12,Possível,0.36,111171.06,28784.51,Ativo
PROC-2026-02695,2018-05-12,2019-10-26,532,SP,Cível - Outros,13206.86,Possível,0.43,6603.43,13198.69,Ativo
PROC-2026-02696,2018-10-25,2023-11-18,1850,SP,Cível - Outros,119807.71,Provável,0.8,96259.47,42097.23,Encerrado
PROC-2026-02697,2015-08-24,2026-02-02,3815,SP,Cível - Execução,20387.71,Provável,0.96,19583.04,64112.0,Encerrado
PROC-2026-02698,2016-03-10,2018-05-17,798,SP,Cível - Execução,275646.67,Possível,0.69,137823.34,45427.36,Ativo
PROC-2026-02699,2019-04-30,2020-03-10,315,SP,Cível - Outros,152504.42,Provável,0.74,112680.69,10334.17,Encerrado
PROC-2026-02700,2017-12-16,2019-04-20,490,SP,Cível - Outros,52350.65,Provável,0.88,45884.83,27602.04,Encerrado
PROC-2026-02701,2018-04-24,2020-07-18,816,SP,Cível - Outros,315962.48,Possível,0.53,157981.24,17673.21,Encerrado
PROC-2026-02702,2015-09-30,2018-08-18,1053,SP,Cível - Execução,144753.3,Possível,0.61,72376.65,61619.15,Encerrado
PROC-2026-02703,2018-03-04,2020-06-06,825,SP,Cível - Execução,312774.0,Possível,0.54,156387.0,36285.96,Encerrado
PROC-2026-02704,2017-05-09,2019-05-05,726,SP,Cível - Outros,363725.93,Provável,0.75,273085.22,42512.51,Ativo
PROC-2026-02705,2019-10-08,2023-12-06,1520,SP,Cível - Execução,287502.35,Possível,0.51,143751.17,67136.55,Ativo
PROC-2026-02706,2015-07-25,2016-06-11,322,SP,Cível - Outros,403163.58,Possível,0.65,201581.79,8828.48,Encerrado
PROC-2026-02707,2015-03-11,2017-01-21,682,SP,Cível - Execução,138456.22,Possível,0.55,69228.11,15453.76,Ativo
PROC-2026-02708,2016-06-24,2021-01-13,1664,SP,Cível - Execução,9284.87,Provável,0.91,8465.31,92164.52,Ativo
PROC-2026-02709,2018-12-18,2019-11-23,340,SP,Cível - Outros,183859.04,Possível,0.69,91929.52,20951.05,Encerrado
PROC-2026-02710,2017-08-31,2020-05-11,984,SP,Cível - Outros,177588.79,Provável,0.95,168888.08,36862.06,Encerrado
PROC-2026-02711,2019-11-05,2026-08-24,2484,SP,Cível - Execução,453662.29,Provável,0.95,432059.28,118744.56,Encerrado
PROC-2026-02712,2018-08-16,2020-03-13,575,SP,Cível - Execução,484190.07,Possível,0.67,242095.03,26398.42,Encerrado
PROC-2026-02713,2016-06-09,2018-01-30,600,SP,Cível - Outros,127457.56,Possível,0.67,63728.78,16593.81,Ativo
PROC-2026-02714,2017-01-10,2017-10-03,266,SP,Cível - Execução,346709.03,Possível,0.32,173354.52,6200.39,Ativo
PROC-2026-02715,2015-10-01,2022-05-11,2414,SP,Cível - Indenizatória,321882.51,Provável,0.78,251324.7,77456.19,Ativo
PROC-2026-02716,2015-03-15,2019-03-26,1472,SP,Cível - Outros,428133.69,Provável,0.71,304500.91,54542.39,Ativo
PROC-2026-02717,2016-05-07,2019-03-18,1045,SP,Cível - Execução,212133.46,Provável,0.8,169141.07,59833.51,Encerrado
PROC-2026-02718,2016-09-21,2024-07-11,2850,SP,Cível - Execução,371314.34,Provável,0.73,271809.15,107303.52,Ativo
PROC-2026-02719,2018-03-03,2019-07-08,492,SP,Cível - Execução,9786.33,Provável,0.99,9696.01,31984.28,Ativo
PROC-2026-02720,2017-09-05,2021-12-13,1560,SP,Cível - Execução,345082.21,Provável,0.93,321262.46,58873.42,Encerrado
PROC-2026-02721,2018-12-29,2020-04-26,484,SP,Cível - Execução,369105.54,Possível,0.67,184552.77,31961.86,Ativo
PROC-2026-02722,2018-03-26,2028-12-25,3927,SP,Cível - Execução,131644.32,Possível,0.34,65822.16,125033.25,Ativo
PROC-2026-02723,2015-04-16,2018-07-19,1190,SP,Cível - Outros,70485.28,Provável,0.99,69727.06,29463.63,Ativo
PROC-2026-02724,2015-07-16,2018-03-22,980,SP,Cível - Outros,335755.6,Provável,0.98,328343.54,45844.26,Encerrado
PROC-2026-02725,2015-04-25,2016-10-31,555,SP,Cível - Execução,279233.79,Provável,0.75,210775.06,33412.18,Encerrado
PROC-2026-02726,2018-05-17,2022-03-12,1395,SP,Cível - Execução,161498.54,Possível,0.67,80749.27,35998.58,Encerrado
PROC-2026-02727,2016-08-20,2021-04-26,1710,SP,Cível - Outros,138529.15,Provável,0.74,101883.7,85228.48,Encerrado
PROC-2026-02728,2015-09-04,2017-02-25,540,SP,Cível - Execução,238709.36,Possível,0.47,119354.68,27342.75,Ativo
PROC-2026-02729,2018-01-14,2018-12-31,351,SP,Cível - Execução,410819.21,Possível,0.51,205409.61,16725.3,Encerrado
PROC-2026-02730,2016-06-09,2020-09-06,1550,SP,Cível - Outros,295844.08,Provável,0.88,259139.48,62673.33,Ativo
PROC-2026-02731,2018-01-20,2020-02-11,752,SP,Cível - Outros,172493.55,Provável,0.92,158629.67,20839.92,Encerrado
PROC-2026-02732,2018-10-03,2024-10-16,2205,SP,Cível - Outros,237415.98,Provável,0.92,219228.7,138101.24,Ativo
PROC-2026-02733,2019-05-13,2023-03-08,1395,SP,Cível - Outros,136824.7,Provável,0.82,111583.16,30717.94,Encerrado
PROC-2026-02734,2019-03-11,2020-06-08,455,SP,Cível - Outros,137091.82,Possível,0.5,68545.91,11944.32,Encerrado
PROC-2026-02735,2018-02-27,2019-10-29,609,SP,Cível - Execução,421707.47,Possível,0.4,210853.74,18392.83,Ativo
PROC-2026-02736,2016-04-02,2017-07-02,456,SP,Cível - Outros,405936.06,Provável,0.71,286282.88,20905.06,Encerrado
PROC-2026-02737,2017-10-01,2019-10-21,750,SP,Cível - Execução,436557.13,Possível,0.53,218278.57,18817.37,Ativo
PROC-2026-02738,2015-06-09,2016-05-04,330,SP,Cível - Outros,382171.29,Possível,0.46,191085.64,19160.63,Encerrado
PROC-2026-02739,2016-10-15,2018-12-22,798,SP,Cível - Execução,472304.91,Possível,0.55,236152.45,33197.79,Ativo
PROC-2026-02740,2016-05-10,2017-09-05,483,SP,Cível - Execução,220081.76,Provável,0.86,188710.69,22837.33,Encerrado
PROC-2026-02741,2018-08-29,2021-02-24,910,SP,Cível - Outros,97156.74,Provável,0.75,72620.56,33654.6,Ativo
PROC-2026-02742,2018-07-05,2022-06-02,1428,SP,Cível - Execução,175549.86,Possível,0.54,87774.93,35935.56,Ativo
PROC-2026-02743,2019-04-04,2020-12-14,620,SP,Cível - Outros,336168.25,Provável,0.98,329329.72,35389.99,Ativo
PROC-2026-02744,2015-10-24,2023-02-17,2673,SP,Cível - Outros,180307.74,Provável,0.88,159143.13,91268.88,Ativo
PROC-2026-02745,2018-03-17,2023-11-26,2080,SP,Cível - Outros,187238.15,Provável,0.91,170129.18,41987.28,Ativo
PROC-2026-02746,2019-09-15,2029-03-24,3478,SP,Cível - Execução,393435.9,Provável,0.85,335564.86,190438.71,Ativo
PROC-2026-02747,2017-06-01,2019-01-11,589,SP,Cível - Outros,214503.55,Provável,1.0,213870.59,21648.55,Ativo
PROC-2026-02748,2018-11-23,2022-10-19,1426,SP,Cível - Outros,420611.9,Provável,0.98,411647.13,91085.32,Ativo
PROC-2026-02749,2017-04-20,2018-12-19,608,SP,Cível - Indenizatória,231658.12,Provável,0.95,220252.31,36303.83,Ativo
PROC-2026-02750,2015-01-18,2019-05-18,1581,SP,Cível - Execução,488449.71,Provável,0.72,352139.3,91174.88,Ativo
PROC-2026-02751,2016-10-11,2017-04-29,200,SP,Cível - Outros,388190.33,Possível,0.59,194095.17,3932.34,Encerrado
PROC-2026-02752,2017-12-31,2018-06-17,168,SP,Cível - Outros,101770.04,Possível,0.66,50885.02,6552.37,Encerrado
PROC-2026-02753,2018-03-09,2023-09-15,2016,SP,Cível - Outros,161853.85,Provável,0.8,129499.53,37024.85,Ativo
PROC-2026-02754,2018-02-17,2022-12-21,1768,SP,Cível - Outros,329806.83,Provável,0.92,304210.88,71008.62,Encerrado
PROC-2026-02755,2017-01-30,2023-10-15,2449,SP,Cível - Execução,450489.93,Provável,1.0,448872.96,152307.75,Encerrado
PROC-2026-02756,2015-09-12,2018-01-17,858,SP,Cível - Outros,291768.3,Provável,0.83,241569.91,49465.21,Ativo
PROC-2026-02757,2016-09-27,2018-01-24,484,SP,Cível - Outros,36014.36,Possível,0.38,18007.18,20303.45,Ativo
PROC-2026-02758,2018-09-22,2020-08-02,680,SP,Cível - Outros,392231.56,Possível,0.47,196115.78,18733.38,Ativo
PROC-2026-02759,2016-04-11,2018-01-31,660,SP,Cível - Outros,279784.69,Provável,0.81,226581.31,42428.77,Encerrado
PROC-2026-02760,2018-08-09,2020-10-17,800,SP,Cível - Outros,335236.69,Provável,0.92,308868.72,25880.05,Ativo
PROC-2026-02761,2018-11-03,2020-02-19,473,SP,Cível - Outros,389649.84,Possível,0.61,194824.92,9388.03,Encerrado
PROC-2026-02762,2019-07-21,2020-12-20,518,SP,Cível - Outros,320158.11,Possível,0.39,160079.06,33103.12,Encerrado
PROC-2026-02763,2017-09-20,2021-05-02,1320,SP,Cível - Outros,230237.74,Possível,0.44,115118.87,59982.44,Ativo
PROC-2026-02764,2018-07-25,2022-01-05,1260,SP,Cível - Outros,213547.17,Provável,0.88,187563.26,49359.77,Ativo
PROC-2026-02765,2017-12-29,2021-08-16,1326,SP,Cível - Execução,342962.17,Possível,0.46,171481.09,36667.29,Ativo
PROC-2026-02766,2018-01-29,2019-03-15,410,SP,Cível - Execução,121620.97,Possível,0.37,60810.48,7382.91,Ativo
PROC-2026-02767,2019-01-16,2022-08-20,1312,SP,Cível - Execução,173690.14,Provável,0.86,148647.01,86047.47,Ativo
PROC-2026-02768,2019-08-04,2024-09-18,1872,SP,Cível - Execução,268742.66,Provável,0.7,189278.88,51479.99,Ativo
PROC-2026-02769,2018-07-04,2022-12-02,1612,SP,Cível - Execução,63011.06,Provável,0.73,45804.85,85049.79,Ativo
PROC-2026-02770,2016-03-11,2021-05-14,1890,SP,Cível - Execução,171552.67,Possível,0.57,85776.34,43787.69,Ativo
PROC-2026-02771,2016-02-10,2016-11-24,288,SP,Cível - Execução,435282.69,Possível,0.5,217641.35,16323.43,Encerrado
PROC-2026-02772,2019-10-12,2024-04-08,1640,SP,Cível - Execução,440722.82,Possível,0.3,220361.41,30006.54,Ativo
PROC-2026-02773,2017-11-10,2018-12-21,406,SP,Cível - Outros,412207.32,Provável,0.89,365280.72,23654.18,Encerrado
PROC-2026-02774,2015-01-16,2017-12-31,1080,SP,Cível - Outros,236750.63,Possível,0.64,118375.32,51422.47,Ativo
PROC-2026-02775,2016-10-19,2018-03-10,507,SP,Cível - Outros,98321.42,Provável,0.7,69181.28,14937.63,Encerrado
PROC-2026-02776,2019-07-15,2019-12-06,144,SP,Cível - Outros,239594.79,Possível,0.55,119797.4,7638.03,Encerrado
PROC-2026-02777,2018-04-07,2022-04-21,1475,SP,Cível - Execução,173020.46,Possível,0.47,86510.23,46968.78,Ativo
PROC-2026-02778,2019-09-27,2024-05-03,1680,SP,Cível - Execução,416390.23,Possível,0.53,208195.12,98025.72,Ativo
PROC-2026-02779,2016-09-12,2017-10-23,406,SP,Trabalhista,125977.56,Provável,0.82,103885.13,7918.19,Encerrado
PROC-2026-02780,2015-07-28,2017-03-11,592,SP,Cível - Execução,339378.02,Possível,0.66,169689.01,20473.64,Ativo
PROC-2026-02781,2017-11-22,2023-01-26,1891,SP,Cível - Execução,91787.94,Possível,0.53,45893.97,64877.58,Ativo
PROC-2026-02782,2016-10-12,2019-11-06,1120,SP,Cível - Outros,26429.7,Provável,0.95,25180.81,61094.17,Ativo
PROC-2026-02783,2015-12-04,2016-04-12,130,SP,Cível - Outros,278605.39,Possível,0.68,139302.7,6530.86,Encerrado
PROC-2026-02784,2019-04-09,2024-08-04,1944,SP,Cível - Outros,96433.34,Provável,0.94,90721.88,89723.49,Encerrado
PROC-2026-02785,2017-12-31,2019-11-11,680,SP,Cível - Outros,149047.47,Provável,0.75,111228.21,39063.77,Encerrado
PROC-2026-02786,2017-01-05,2020-05-13,1224,SP,Cível - Execução,379383.67,Provável,0.84,319155.21,36362.7,Encerrado
PROC-2026-02787,2018-10-25,2021-08-04,1014,SP,Cível - Execução,197665.7,Provável,0.94,185605.9,47459.31,Encerrado
PROC-2026-02788,2019-06-24,2022-06-13,1085,SP,Cível - Outros,286944.7,Provável,0.94,268912.45,57448.71,Ativo
PROC-2026-02789,2018-03-01,2021-01-08,1044,SP,Cível - Outros,206990.73,Provável,0.96,199105.57,24898.16,Ativo
PROC-2026-02790,2015-07-27,2017-04-14,627,SP,Cível - Outros,367200.36,Possível,0.42,183600.18,33390.07,Ativo
PROC-2026-02791,2018-01-28,2021-06-13,1232,SP,Cível - Outros,396039.08,Provável,0.89,354414.2,34012.15,Encerrado
PROC-2026-02792,2017-12-28,2020-06-25,910,SP,Cível - Execução,273617.05,Provável,0.92,252742.33,27577.22,Encerrado
PROC-2026-02793,2018-04-28,2019-11-27,578,SP,Cível - Outros,330125.54,Possível,0.42,165062.77,16761.52,Ativo
PROC-2026-02794,2017-02-21,2018-02-13,357,SP,Cível - Outros,63300.45,Possível,0.39,31650.23,21562.21,Encerrado
PROC-2026-02795,2016-05-08,2019-05-02,1089,SP,Cível - Indenizatória,72815.55,Provável,0.71,51824.65,57037.0,Encerrado
PROC-2026-02796,2016-05-13,2021-04-17,1800,SP,Cível - Outros,356333.25,Possível,0.65,178166.63,73538.85,Ativo
PROC-2026-02797,2019-05-11,2030-01-07,3894,SP,Cível - Outros,357289.76,Provável,0.89,316265.22,68917.1,Encerrado
PROC-2026-02798,2018-11-16,2027-12-24,3325,SP,Cível - Execução,318686.72,Possível,0.44,159343.36,75549.6,Ativo
PROC-2026-02799,2017-02-18,2018-07-13,510,SP,Cível - Outros,460293.22,Possível,0.37,230146.61,27793.03,Encerrado
PROC-2026-02800,2019-07-11,2020-10-08,455,SP,Cível - Outros,447194.83,Provável,0.8,358422.96,20170.88,Encerrado
PROC-2026-02801,2016-08-27,2017-06-11,288,SP,Cível - Outros,83617.11,Possível,0.38,41808.55,9487.98,Encerrado
PROC-2026-02802,2017-10-30,2023-08-09,2109,SP,Cível - Execução,177588.55,Provável,0.86,152986.58,89711.19,Ativo
PROC-2026-02803,2015-10-22,2018-01-19,820,SP,Cível - Execução,300204.05,Provável,0.75,226541.32,28603.69,Encerrado
PROC-2026-02804,2017-05-18,2021-05-09,1452,SP,Cível - Outros,406563.53,Provável,0.95,386883.02,54494.39,Ativo
PROC-2026-02805,2017-05-16,2028-11-30,4216,SP,Cível - Execução,135413.24,Provável,0.79,106596.93,261476.95,Encerrado
PROC-2026-02806,2018-02-07,2025-02-05,2555,SP,Cível - Indenizatória,365215.19,Provável,0.89,326055.02,97551.8,Encerrado
PROC-2026-02807,2019-08-14,2022-05-25,1015,SP,Cível - Outros,89997.11,Provável,0.75,67839.05,62751.18,Ativo
PROC-2026-02808,2015-09-30,2016-08-25,330,SP,Cível - Execução,229945.35,Provável,0.98,224805.25,15283.7,Encerrado
PROC-2026-02809,2019-01-08,2024-12-22,2175,SP,Cível - Indenizatória,391733.54,Provável,0.72,282324.61,104964.33,Encerrado
PROC-2026-02810,2017-09-04,2023-09-14,2201,SP,Cível - Execução,57072.57,Possível,0.32,28536.28,108076.21,Encerrado
PROC-2026-02811,2015-12-02,2018-04-24,874,SP,Cível - Execução,214739.42,Provável,0.92,198399.15,28193.11,Encerrado
PROC-2026-02812,2016-08-23,2017-12-12,476,SP,Cível - Execução,479435.34,Possível,0.35,239717.67,11088.2,Encerrado
PROC-2026-02813,2016-11-19,2020-06-03,1292,SP,Cível - Outros,439005.26,Provável,0.99,433595.17,60716.21,Encerrado
PROC-2026-02814,2016-05-26,2019-06-05,1105,SP,Cível - Execução,234702.72,Provável,0.86,201221.43,50307.32,Ativo
PROC-2026-02815,2015-09-22,2026-12-02,4089,SP,Cível - Execução,116316.28,Provável,0.93,108514.53,229021.03,Encerrado
PROC-2026-02816,2015-01-31,2016-12-15,684,SP,Cível - Outros,351180.49,Possível,0.33,175590.24,22387.44,Ativo
PROC-2026-02817,2019-03-09,2021-06-14,828,SP,Cível - Execução,332781.56,Provável,0.88,294236.8,27164.15,Encerrado
PROC-2026-02818,2017-01-27,2019-02-07,741,SP,Cível - Outros,418037.01,Possível,0.67,209018.5,13839.4,Encerrado
PROC-2026-02819,2016-12-20,2017-11-05,320,SP,Cível - Outros,67450.08,Provável,0.98,66319.56,15771.86,Encerrado
PROC-2026-02820,2015-05-22,2022-03-22,2496,SP,Cível - Outros,305914.5,Possível,0.52,152957.25,98676.0,Ativo
PROC-2026-02821,2018-08-17,2020-08-27,741,SP,Cível - Execução,44386.81,Provável,0.93,41301.08,20895.88,Encerrado
PROC-2026-02822,2015-10-28,2022-10-21,2550,SP,Cível - Outros,443424.8,Possível,0.4,221712.4,150007.81,Ativo
PROC-2026-02823,2018-11-01,2022-11-10,1470,SP,Cível - Outros,16939.26,Possível,0.32,8469.63,26305.4,Ativo
PROC-2026-02824,2016-11-30,2019-02-22,814,SP,Cível - Outros,26173.83,Provável,0.79,20750.09,47446.11,Encerrado
PROC-2026-02825,2017-12-13,2018-09-03,264,SP,Cível - Outros,444691.12,Possível,0.54,222345.56,8872.65,Encerrado
PROC-2026-02826,2015-11-27,2020-05-08,1624,SP,Cível - Execução,329697.19,Possível,0.59,164848.59,61292.57,Encerrado
PROC-2026-02827,2015-03-01,2016-07-20,507,SP,Cível - Outros,326829.69,Possível,0.37,163414.85,12933.45,Encerrado
PROC-2026-02828,2016-03-29,2025-12-02,3535,SP,Cível - Outros,185583.66,Provável,0.87,161184.04,166271.17,Ativo
PROC-2026-02829,2015-05-06,2015-09-23,140,SP,Cível - Outros,284172.93,Possível,0.53,142086.46,2755.49,Ativo
PROC-2026-02830,2016-07-19,2017-01-03,168,SP,Cível - Outros,82091.99,Possível,0.54,41046.0,11157.34,Encerrado
PROC-2026-02831,2015-07-12,2016-02-07,210,SP,Cível - Execução,433697.85,Possível,0.59,216848.93,6733.58,Encerrado
PROC-2026-02832,2019-08-05,2028-02-03,3104,SP,Cível - Execução,198455.14,Provável,0.77,152329.56,178343.14,Encerrado
PROC-2026-02833,2016-04-19,2020-12-24,1710,SP,Cível - Outros,459329.26,Possível,0.37,229664.63,33947.27,Encerrado
PROC-2026-02834,2018-05-26,2021-05-10,1080,SP,Cível - Outros,75473.28,Provável,0.91,69047.91,30885.41,Ativo
PROC-2026-02835,2017-08-10,2019-07-31,720,SP,Cível - Execução,340169.57,Possível,0.5,170084.78,20892.65,Encerrado
PROC-2026-02836,2016-05-16,2020-11-16,1645,SP,Cível - Execução,53289.79,Provável,0.81,43084.17,48251.35,Encerrado
PROC-2026-02837,2017-09-13,2018-06-12,272,SP,Cível - Outros,248088.59,Possível,0.41,124044.29,13711.09,Ativo
PROC-2026-02838,2017-05-16,2018-08-21,462,SP,Cível - Outros,235538.58,Provável,0.91,213959.8,30259.43,Encerrado
PROC-2026-02839,2016-07-16,2018-03-24,616,SP,Cível - Outros,35343.51,Possível,0.35,17671.76,16458.06,Encerrado
PROC-2026-02840,2018-07-03,2035-02-20,6076,SP,Cível - Execução,309058.08,Provável,0.84,259344.68,367781.44,Ativo
PROC-2026-02841,2019-08-01,2029-01-18,3458,SP,Cível - Execução,461007.93,Provável,0.99,457155.77,221109.19,Encerrado
PROC-2026-02842,2015-09-04,2018-09-30,1122,SP,Cível - Execução,124935.42,Possível,0.53,62467.71,42280.78,Ativo
PROC-2026-02843,2015-04-23,2019-01-17,1365,SP,Cível - Outros,496251.58,Provável,0.96,477789.67,60834.07,Encerrado
PROC-2026-02844,2016-08-18,2018-02-24,555,SP,Cível - Execução,79393.17,Possível,0.62,39696.58,14214.55,Encerrado
PROC-2026-02845,2019-10-22,2021-04-04,530,SP,Cível - Execução,221752.62,Provável,0.75,165546.19,32265.07,Encerrado
PROC-2026-02846,2017-12-02,2019-07-01,576,SP,Cível - Outros,183591.1,Possível,0.44,91795.55,38273.92,Encerrado
PROC-2026-02847,2019-03-25,2021-09-28,918,SP,Cível - Execução,123810.37,Provável,0.7,86752.86,15515.99,Encerrado
PROC-2026-02848,2017-07-03,2019-06-03,700,SP,Cível - Outros,219210.88,Provável,0.76,166967.57,25131.81,Encerrado
PROC-2026-02849,2019-06-30,2021-04-10,650,SP,Cível - Execução,308771.92,Provável,0.81,250143.57,25655.76,Encerrado
PROC-2026-02850,2018-07-21,2019-09-29,435,SP,Cível - Execução,490249.45,Possível,0.59,245124.72,26056.56,Encerrado
PROC-2026-02851,2019-04-25,2027-10-14,3094,SP,Cível - Execução,333400.18,Provável,0.74,247848.04,59921.54,Encerrado
PROC-2026-02852,2016-04-12,2027-08-23,4150,SP,Cível - Execução,94372.6,Provável,0.78,73590.27,227816.47,Encerrado
PROC-2026-02853,2018-07-25,2026-12-18,3068,SP,Cível - Outros,202754.24,Provável,0.89,180398.81,52842.82,Ativo
PROC-2026-02854,2017-10-04,2025-06-04,2800,SP,Cível - Execução,392595.07,Possível,0.61,196297.53,118555.97,Ativo
PROC-2026-02855,2019-01-27,2024-07-07,1988,SP,Cível - Execução,205926.45,Provável,0.8,164642.33,111569.74,Encerrado
PROC-2026-02856,2019-11-19,2026-07-17,2432,SP,Cível - Execução,97571.86,Possível,0.47,48785.93,141010.88,Ativo
PROC-2026-02857,2019-09-12,2023-01-18,1224,SP,Cível - Execução,441861.27,Provável,0.87,383575.64,57492.9,Ativo
PROC-2026-02858,2016-06-18,2019-02-11,968,SP,Cível - Outros,153997.14,Provável,0.99,152698.56,35470.21,Encerrado
PROC-2026-02859,2017-05-12,2019-08-09,819,SP,Cível - Execução,263638.44,Possível,0.57,131819.22,14825.3,Encerrado
PROC-2026-02860,2018-03-05,2018-06-21,108,SP,Cível - Execução,178816.07,Possível,0.44,89408.03,5552.59,Encerrado
PROC-2026-02861,2016-11-29,2018-02-12,440,SP,Cível - Execução,385627.44,Provável,0.81,311109.05,18012.36,Encerrado
PROC-2026-02862,2018-07-17,2023-06-23,1802,SP,Cível - Outros,86144.35,Provável,0.77,66015.13,98899.34,Ativo
PROC-2026-02863,2016-06-11,2019-06-04,1088,SP,Cível - Execução,290075.86,Possível,0.39,145037.93,61590.97,Ativo
PROC-2026-02864,2019-04-17,2023-01-24,1378,SP,Cível - Execução,243955.37,Provável,0.74,180739.24,29381.83,Ativo
PROC-2026-02865,2018-02-27,2020-12-13,1020,SP,Cível - Execução,33609.21,Possível,0.68,16804.61,51547.27,Encerrado
PROC-2026-02866,2017-11-08,2018-12-09,396,SP,Cível - Execução,106292.11,Possível,0.49,53146.06,13631.55,Ativo
PROC-2026-02867,2015-04-21,2016-09-09,507,SP,Cível - Outros,379550.18,Provável,0.82,311701.13,23132.76,Encerrado
PROC-2026-02868,2015-11-25,2016-10-26,336,SP,Cível - Outros,308463.35,Possível,0.43,154231.67,6134.41,Encerrado
PROC-2026-02869,2017-01-15,2017-08-01,198,SP,Cível - Outros,358075.93,Possível,0.31,179037.96,10265.82,Encerrado
PROC-2026-02870,2015-09-16,2018-07-19,1037,SP,Cível - Execução,208308.99,Possível,0.31,104154.49,40329.82,Ativo
PROC-2026-02871,2015-12-29,2018-06-07,891,SP,Cível - Outros,66268.77,Provável,0.75,49486.02,58064.17,Encerrado
PROC-2026-02872,2017-12-06,2024-09-24,2484,SP,Cível - Execução,48319.66,Provável,0.89,42970.55,119747.93,Ativo
PROC-2026-02873,2016-02-04,2019-06-08,1220,SP,Cível - Execução,288275.96,Provável,0.85,245434.94,59993.6,Encerrado
PROC-2026-02874,2018-06-22,2021-06-28,1102,SP,Cível - Outros,371678.06,Possível,0.46,185839.03,29024.63,Ativo
PROC-2026-02875,2017-03-07,2020-12-16,1380,SP,Cível - Execução,19211.65,Provável,0.94,18009.24,76764.03,Encerrado
PROC-2026-02876,2015-06-19,2020-11-19,1980,SP,Cível - Execução,26913.97,Provável,0.78,20942.8,40354.01,Ativo
PROC-2026-02877,2017-12-01,2018-10-20,323,SP,Cível - Outros,223876.94,Provável,0.87,195132.65,8977.91,Encerrado
PROC-2026-02878,2019-02-04,2019-12-13,312,SP,Cível - Execução,317414.69,Possível,0.43,158707.35,10588.54,Encerrado
PROC-2026-02879,2015-03-11,2018-10-27,1326,SP,Cível - Execução,119604.37,Possível,0.56,59802.18,41722.06,Encerrado
PROC-2026-02880,2019-07-14,2021-04-30,656,SP,Cível - Outros,355099.82,Provável,0.74,262721.85,14641.52,Encerrado
PROC-2026-02881,2018-02-22,2028-07-27,3808,SP,Cível - Execução,447110.67,Possível,0.44,223555.33,210163.56,Ativo
PROC-2026-02882,2017-02-12,2021-04-28,1536,SP,Cível - Outros,18904.38,Provável,0.75,14108.61,57472.33,Ativo
PROC-2026-02883,2016-03-20,2019-05-16,1152,SP,Cível - Execução,398822.23,Possível,0.36,199411.12,75067.96,Encerrado
PROC-2026-02884,2017-07-10,2019-09-02,784,SP,Cível - Outros,293809.96,Provável,0.73,213551.73,17990.27,Encerrado
PROC-2026-02885,2018-04-13,2018-09-10,150,SP,Cível - Outros,154919.08,Provável,0.97,150226.97,6822.23,Ativo
PROC-2026-02886,2016-09-09,2019-03-23,925,SP,Cível - Indenizatória,311061.73,Provável,0.8,249165.29,53888.45,Encerrado
PROC-2026-02887,2015-02-13,2017-02-17,735,SP,Cível - Execução,471617.11,Provável,0.76,357742.59,24769.46,Ativo
PROC-2026-02888,2018-02-05,2021-06-07,1218,SP,Cível - Execução,395281.44,Possível,0.41,197640.72,34593.97,Encerrado
PROC-2026-02889,2019-11-23,2027-11-27,2926,SP,Cível - Outros,20283.53,Possível,0.44,10141.76,133887.2,Ativo
PROC-2026-02890,2016-12-08,2018-05-02,510,SP,Cível - Outros,64851.91,Possível,0.5,32425.95,33067.15,Encerrado
PROC-2026-02891,2019-06-18,2022-04-07,1024,SP,Cível - Outros,405822.38,Provável,0.71,287285.18,32507.06,Encerrado
PROC-2026-02892,2018-06-12,2018-11-19,160,SP,Cível - Execução,100980.87,Possível,0.41,50490.43,10515.59,Ativo
PROC-2026-02893,2018-08-19,2033-10-04,5525,SP,Cível - Execução,211914.13,Possível,0.54,105957.06,115427.34,Ativo
PROC-2026-02894,2015-08-10,2019-11-21,1564,SP,Cível - Outros,295671.48,Provável,0.9,265553.38,42405.31,Ativo
PROC-2026-02895,2016-03-13,2019-08-29,1264,SP,Cível - Execução,113967.97,Provável,0.87,98998.1,73072.47,Encerrado
PROC-2026-02896,2019-03-20,2022-06-02,1170,SP,Cível - Outros,335825.32,Possível,0.48,167912.66,22732.57,Encerrado
PROC-2026-02897,2016-10-27,2019-07-14,990,SP,Cível - Outros,347153.7,Provável,0.97,335637.53,42319.79,Encerrado
PROC-2026-02898,2019-03-22,2020-07-14,480,SP,Cível - Outros,231614.92,Provável,0.78,180782.32,27621.25,Ativo
PROC-2026-02899,2018-11-19,2024-07-30,2080,SP,Cível - Indenizatória,289492.31,Provável,0.76,219544.74,65155.97,Encerrado
PROC-2026-02900,2019-06-15,2026-02-10,2432,SP,Cível - Execução,19744.96,Provável,0.92,18082.12,107320.21,Encerrado
PROC-2026-02901,2016-04-06,2026-05-10,3686,SP,Cível - Execução,250160.32,Provável,0.96,240334.56,195144.7,Encerrado
PROC-2026-02902,2015-09-02,2018-05-17,988,SP,Cível - Outros,306699.13,Provável,0.92,282123.27,32510.63,Encerrado
PROC-2026-02903,2016-11-03,2018-12-11,768,SP,Cível - Execução,72694.84,Provável,0.84,61130.16,32562.88,Ativo
